aptDong,aptNm,buildYear,buyerGbn,cdealDay,cdealType,dealAmount,dealDay,dealMonth,dealYear,dealingGbn,estateAgentSggNm,excluUseAr,floor,jibun,landLeaseholdGbn,rgstDate,sggCd,slerGbn,umdNm
 ,창신쌍용1,1992, , , ,"31,000",3,1,2020, , ,54.7,5,702,N, ,11110, ,창신동
 ,삼성,1998, , , ,"53,000",13,1,2020, , ,84.93,6,596,N, ,11110, ,평창동
 ,광화문스페이스본(106동),2008, , , ,"162,000",2,1,2020, , ,163.33,2,9-1,N, ,11110, ,사직동
 ,한빛,1999, , , ,"34,500",10,1,2020, , ,59.73,4,1-30,N, ,11110, ,명륜3가
 ,창신쌍용1,1992, , , ,"68,500",19,1,2020, , ,106.62,1,702,N, ,11110, ,창신동
 ,덕산,1999, , , ,"25,500",21,1,2020, , ,59.28,3,639-50,N, ,11110, ,창신동
 ,현대,2000, , , ,"79,000",18,1,2020, , ,60.0,3,82,N, ,11110, ,무악동
 ,종로센트레빌,2008, , , ,"84,500",18,1,2020, , ,84.92,11,2-1,N, ,11110, ,숭인동
 ,덕산,1999, , , ,"33,000",9,1,2020, , ,59.22,2,639-50,N, ,11110, ,창신동
 ,효성쥬얼리시티,2006, , , ,"84,800",30,1,2020, , ,106.81,11,48-2,N, ,11110, ,인의동
 ,삼성,1998, , , ,"39,000",18,2,2020, , ,59.97,12,596,N, ,11110, ,평창동
 ,광화문스페이스본(101동~105동),2008, , , ,"98,000",27,2,2020, , ,70.8,4,9,N, ,11110, ,사직동
 ,MID그린(8동),2002, , , ,"28,000",13,2,2020, , ,59.94,4,602-1,N, ,11110, ,창신동
 ,광화문스페이스본(101동~105동),2008, , , ,"115,000",5,2,2020, , ,94.51,3,9,N, ,11110, ,사직동
 ,롯데낙천대,2001, , , ,"79,000",14,2,2020, , ,110.53,9,72,N, ,11110, ,평창동
 ,삼성,1998, , , ,"49,800",17,2,2020, , ,84.93,2,596,N, ,11110, ,평창동
 ,현대,2000, , , ,"94,990",29,2,2020, , ,84.92,11,82,N, ,11110, ,무악동
 ,형우럭스빌(33-1),2005, , , ,"70,000",17,2,2020, , ,128.26,6,33-1,N, ,11110, ,평창동
 ,현대,2000, , , ,"66,000",27,2,2020, , ,60.0,2,82,N, ,11110, ,무악동
 ,세종로대우,1994, , , ,"61,500",20,2,2020, , ,66.96,12,167,N, ,11110, ,내수동
 ,현대,2000, , , ,"70,910",6,3,2020, , ,60.0,10,82,N, ,11110, ,무악동
 ,청운현대,2000, , , ,"85,000",18,3,2020, , ,84.51,3,56-45,N, ,11110, ,청운동
 ,숭인상가,1979, , , ,"41,000",31,3,2020, , ,78.75,5,204-11,N, ,11110, ,숭인동
 ,삼성,1998, , , ,"44,000",28,3,2020, , ,59.97,11,596,N, ,11110, ,평창동
 ,엘리시아,2009, , , ,"75,110",26,3,2020, , ,200.19,5,66-1,N, ,11110, ,평창동
 ,삼전솔하임4차,2014, , , ,"12,500",27,3,2020, , ,15.09,10,318-2,N, ,11110, ,숭인동
 ,종로센트레빌,2008, , , ,"72,400",17,3,2020, , ,59.92,6,2-1,N, ,11110, ,숭인동
 ,종로센트레빌,2008, , , ,"88,000",14,3,2020, , ,84.92,5,2-1,N, ,11110, ,숭인동
 ,창신쌍용2,1993, , , ,"57,300",31,3,2020, , ,79.87,4,703,N, ,11110, ,창신동
 ,숭인상가,1979, , , ,"38,500",20,3,2020, , ,78.75,4,204-11,N, ,11110, ,숭인동
 ,밀레니엄,2017, , , ,"59,900",26,4,2020, , ,84.41,2,179-5,N, ,11110, ,평창동
 ,롯데미도파광화문빌딩,1981, , , ,"50,200",30,4,2020, , ,65.79,8,145,N, ,11110, ,당주동
 ,포레스트힐시티,2017, , , ,"22,500",29,4,2020, , ,20.3861,6,65-2,N, ,11110, ,효제동
 ,일우,2002, , , ,"31,000",21,4,2020, , ,59.3,4,602,N, ,11110, ,창신동
 ,광화문스페이스본(101동~105동),2008, , , ,"145,000",16,4,2020, , ,145.53,14,9,N, ,11110, ,사직동
 ,효성쥬얼리시티,2006, , , ,"66,500",29,4,2020, , ,84.64,10,48-2,N, ,11110, ,인의동
 ,두산,1999, , , ,"62,300",17,4,2020, , ,59.95,5,232,N, ,11110, ,창신동
 ,삼성,1998, , , ,"44,000",20,4,2020, , ,59.97,7,596,N, ,11110, ,평창동
 ,삼성,1998, , , ,"42,900",17,4,2020, , ,59.97,9,596,N, ,11110, ,평창동
 ,브라운스톤창신,2006, , , ,"69,700",20,4,2020, , ,84.67,14,23-76,N, ,11110, ,창신동
 ,광화문스페이스본(101동~105동),2008, , , ,"114,000",30,5,2020, , ,94.51,4,9,N, ,11110, ,사직동
 ,종로센트레빌,2008, , , ,"71,500",29,5,2020, , ,59.92,11,2-1,N, ,11110, ,숭인동
 ,창신쌍용1,1992, , , ,"52,600",31,5,2020, , ,54.7,6,702,N, ,11110, ,창신동
 ,현대,2000, , , ,"72,000",29,5,2020, , ,60.0,7,82,N, ,11110, ,무악동
 ,경희궁자이(2단지),2017, , , ,"155,000",27,5,2020, , ,84.99,14,199,N, ,11110, ,홍파동
 ,인왕산아이파크,2008, , , ,"118,500",25,5,2020, , ,84.858,13,60,N, ,11110, ,무악동
 ,삼성,1998, , , ,"42,800",29,5,2020, , ,59.97,14,596,N, ,11110, ,평창동
 ,롯데낙천대,2001, , , ,"85,000",26,5,2020, , ,110.53,5,72,N, ,11110, ,평창동
 ,현대,2000, , , ,"72,990",16,5,2020, , ,60.0,12,82,N, ,11110, ,무악동
 ,경희궁자이(3단지),2017, , , ,"154,000",30,5,2020, , ,77.654,15,233,N, ,11110, ,평동
 ,엘리시아,2009, , , ,"80,000",19,6,2020, , ,200.19,5,66-1,N, ,11110, ,평창동
 ,엘리시아,2009, , , ,"85,000",17,6,2020, , ,200.19,3,66-1,N, ,11110, ,평창동
 ,현대,2000, , , ,"110,900",30,6,2020, , ,114.9,4,82,N, ,11110, ,무악동
 ,신현(102동),2002, , , ,"100,000",30,6,2020, , ,134.66,5,6-11,N, ,11110, ,신교동
 ,효성쥬얼리시티,2006, , , ,"124,000",30,6,2020, , ,169.86,19,48-2,N, ,11110, ,인의동
 ,인왕산아이파크,2008, , , ,"120,000",27,6,2020, , ,84.858,9,60,N, ,11110, ,무악동
 ,광화문스페이스본(101동~105동),2008, , , ,"130,000",24,6,2020, , ,94.51,14,9,N, ,11110, ,사직동
 ,경희궁자이(2단지),2017, , , ,"162,500",30,6,2020, , ,84.9071,19,199,N, ,11110, ,홍파동
 ,경희궁자이(2단지),2017, , , ,"160,000",22,6,2020, , ,84.99,4,199,N, ,11110, ,홍파동
 ,경희궁자이(2단지),2017, , , ,"172,000",27,6,2020, , ,84.614,7,199,N, ,11110, ,홍파동
 ,인왕산아이파크,2008, , , ,"123,000",3,7,2020, , ,84.858,9,60,N, ,11110, ,무악동
 ,청운현대,2000, , , ,"89,500",9,7,2020, , ,84.51,3,56-45,N, ,11110, ,청운동
 ,종로청계힐스테이트,2009, , , ,"78,200",22,7,2020, , ,59.9426,10,766,N, ,11110, ,숭인동
 ,명륜동주상복합아남아파트,1999, , , ,"149,900",27,7,2020, , ,172.17,7,237,N, ,11110, ,명륜2가
 ,종로청계힐스테이트,2009, , , ,"95,000",25,7,2020, , ,84.9478,13,766,N, ,11110, ,숭인동
 ,광화문스페이스본(101동~105동),2008, , , ,"149,500",29,7,2020, , ,121.37,12,9,N, ,11110, ,사직동
 ,창신쌍용1,1992, , , ,"55,000",24,7,2020, , ,54.7,11,702,N, ,11110, ,창신동
 ,인왕산아이파크,2008, , , ,"120,700",25,7,2020, , ,84.858,14,60,N, ,11110, ,무악동
 ,경희궁자이(3단지),2017, , , ,"165,500",25,7,2020, , ,84.836,6,233,N, ,11110, ,평동
 ,효성쥬얼리시티,2006, , , ,"84,500",20,7,2020, , ,106.81,9,48-2,N, ,11110, ,인의동
 ,경희궁자이(2단지),2017, , , ,"170,000",29,8,2020, , ,84.836,8,199,N, ,11110, ,홍파동
 ,크래스빌,2003, , , ,"90,000",31,8,2020, , ,187.9,1,46-1,N, ,11110, ,평창동
 ,삼성,1998, , , ,"59,000",28,8,2020, , ,84.93,3,596,N, ,11110, ,평창동
 ,동대문,1966, , , ,"42,000",21,8,2020, , ,28.8,2,328-17,N, ,11110, ,창신동
 ,창신쌍용2,1993, , , ,"58,500",19,8,2020, , ,54.7,2,703,N, ,11110, ,창신동
 ,창신이수,2003, , , ,"88,700",22,8,2020, , ,120.84,7,23-816,N, ,11110, ,창신동
 ,경희궁자이(3단지),2017, , , ,"177,500",20,8,2020, , ,84.944,11,233,N, ,11110, ,평동
 ,인왕산아이파크,2008, , , ,"121,000",28,8,2020, , ,84.858,14,60,N, ,11110, ,무악동
 ,경희궁자이(2단지),2017, , , ,"160,000",28,8,2020, , ,84.934,5,199,N, ,11110, ,홍파동
 ,종로청계힐스테이트,2009, , , ,"79,500",31,8,2020, , ,59.9426,4,766,N, ,11110, ,숭인동
 ,경희궁의아침3단지,2004, , , ,"165,000",30,9,2020, , ,150.48,7,72,N, ,11110, ,내수동
 ,창신쌍용2,1993, , , ,"71,500",5,9,2020, , ,79.87,12,703,N, ,11110, ,창신동
 ,갑을아파트,1997, , , ,"32,000",29,9,2020, , ,53.33,13,595,N, ,11110, ,평창동
 ,경희궁자이(4단지),2017, , , ,"102,000",28,9,2020, , ,45.879,8,126,N, ,11110, ,교북동
 ,디팰리스,2020, , , ,"321,000",23,9,2020, , ,148.111,17,171,N, ,11110, ,신문로2가
 ,리치캐슬아파트,2003, , , ,"48,000",19,9,2020, , ,71.31,1,33-85,N, ,11110, ,명륜1가
 ,동아,1995, , , ,"87,700",20,9,2020, , ,99.29,4,101,N, ,11110, ,교북동
 ,경희궁자이(2단지),2017, , , ,"177,000",25,9,2020, , ,84.836,4,199,N, ,11110, ,홍파동
 ,동성아파트(1동),1999, , , ,"24,750",28,9,2020, , ,57.96,3,4-161,N, ,11110, ,동숭동
 ,현대,2000, , , ,"109,490",16,9,2020, , ,84.92,23,82,N, ,11110, ,무악동
 ,하이텍하우스,2011, , , ,"10,608",18,10,2020, , ,16.17,4,36-1,N, ,11110, ,연지동
 ,하이텍하우스,2011, ,21.04.09,O,"10,608",18,10,2020, , ,16.17,4,36-1,N, ,11110, ,연지동
 ,하이텍하우스,2011, , , ,"56,588",18,10,2020, , ,114.05,6,36-1,N, ,11110, ,연지동
 ,하이텍하우스,2011, , , ,"18,814",18,10,2020, , ,31.68,6,36-1,N, ,11110, ,연지동
 ,하이텍하우스,2011, , , ,"10,478",18,10,2020, , ,15.79,5,36-1,N, ,11110, ,연지동
 ,하이텍하우스,2011, , , ,"10,608",18,10,2020, , ,16.17,5,36-1,N, ,11110, ,연지동
 ,하이텍하우스,2011, , , ,"10,608",18,10,2020, , ,16.17,5,36-1,N, ,11110, ,연지동
 ,하이텍하우스,2011, , , ,"13,619",18,10,2020, , ,21.37,5,36-1,N, ,11110, ,연지동
 ,하이텍하우스,2011, , , ,"11,390",18,10,2020, , ,17.9,5,36-1,N, ,11110, ,연지동
 ,하이텍하우스,2011, , , ,"10,608",18,10,2020, , ,16.17,5,36-1,N, ,11110, ,연지동
 ,경희궁자이(4단지),2017, , , ,"109,000",28,11,2020, , ,45.879,18,126,N, ,11110, ,교북동
 ,현대,2000, , , ,"118,450",29,11,2020, , ,114.9,4,82,N, ,11110, ,무악동
 ,현대뜨레비앙,2003, , , ,"32,000",28,11,2020, , ,48.54,4,55,N, ,11110, ,익선동
 ,경희궁자이(3단지),2017, , , ,"180,000",28,11,2020, , ,84.836,6,233,N, ,11110, ,평동
 ,인왕산아이파크,2008, , , ,"127,000",28,11,2020, , ,84.858,13,60,N, ,11110, ,무악동
 ,인왕산아이파크,2008, , , ,"123,000",27,11,2020, , ,84.858,6,60,N, ,11110, ,무악동
 ,종로청계힐스테이트,2009, , , ,"82,000",29,11,2020, , ,59.9426,6,766,N, ,11110, ,숭인동
 ,경희궁자이(4단지),2017, , , ,"106,200",18,11,2020, , ,45.879,10,126,N, ,11110, ,교북동
 ,광화문스페이스본(101동~105동),2008, , , ,"145,000",25,11,2020, , ,158.99,2,9,N, ,11110, ,사직동
 ,경희궁롯데캐슬,2019, , , ,"127,000",28,11,2020, , ,59.6737,3,89,N, ,11110, ,무악동
 ,건양하늘터,2006, , , ,"84,000",24,12,2020, , ,84.78,1,23,N, ,11110, ,명륜1가
 ,명륜동주상복합아남아파트,1999, , , ,"145,000",30,12,2020, , ,172.17,3,237,N, ,11110, ,명륜2가
 ,종로청계힐스테이트,2009, , , ,"85,500",31,12,2020, , ,59.9426,8,766,N, ,11110, ,숭인동
 ,구암하이빌,2002, , , ,"30,000",29,12,2020, , ,75.89,2,105-22,N, ,11110, ,신영동
 ,창신쌍용1,1992, , , ,"68,000",23,12,2020, , ,54.7,11,702,N, ,11110, ,창신동
 ,현대뜨레비앙,2003, , , ,"22,500",26,12,2020, , ,28.1,8,55,N, ,11110, ,익선동
 ,창신쌍용1,1992, , , ,"80,700",19,12,2020, , ,79.87,4,702,N, ,11110, ,창신동
 ,삼성,1998, , , ,"68,000",17,12,2020, , ,84.93,8,596,N, ,11110, ,평창동
 ,경희궁자이(3단지),2017, , , ,"183,000",31,12,2020, , ,84.836,9,233,N, ,11110, ,평동
 ,이화에수풀,2014, , , ,"19,000",19,12,2020, , ,16.98,9,195-10,N, ,11110, ,연건동
 ,경희궁의아침3단지,2004, , , ,"180,000",17,1,2021, , ,123.13,13,72,N, ,11110, ,내수동
 ,경희궁의아침2단지,2004, , , ,"175,000",15,1,2021, , ,174.55,4,71,N, ,11110, ,내수동
 ,경희궁자이(2단지),2017, , , ,"175,000",9,1,2021, , ,84.907,4,199,N, ,11110, ,홍파동
 ,현대,2000, , , ,"112,400",2,1,2021, , ,84.92,6,82,N, ,11110, ,무악동
 ,현대,2000, , , ,"86,500",17,1,2021, , ,60.0,1,82,N, ,11110, ,무악동
 ,할리우드파크아파트,2014, , , ,"53,000",30,1,2021, , ,69.94,2,56-135,N, ,11110, ,숭인동
 ,창신쌍용2,1993, , , ,"74,000",28,1,2021, , ,79.87,7,703,N, ,11110, ,창신동
 ,효성쥬얼리시티,2006, , , ,"86,500",25,1,2021, , ,84.98,9,48-2,N, ,11110, ,인의동
 ,현대,2000, , , ,"109,990",30,1,2021, , ,84.92,9,82,N, ,11110, ,무악동
 ,할리우드파크아파트,2014, , , ,"52,000",25,1,2021, , ,75.25,4,56-135,N, ,11110, ,숭인동
 ,인왕산아이파크,2008, , , ,"130,000",28,2,2021, , ,84.858,13,60,N, ,11110, ,무악동
 ,인왕산아이파크,2008, , , ,"144,000",28,2,2021, , ,84.858,13,60,N, ,11110, ,무악동
 ,종로센트레빌,2008, , , ,"98,000",27,2,2021, , ,59.92,8,2-1,N, ,11110, ,숭인동
 ,경희궁자이(2단지),2017, , , ,"185,000",24,2,2021, , ,84.836,21,199,N, ,11110, ,홍파동
 ,인왕산아이파크,2008, , , ,"120,000",27,2,2021, , ,84.858,2,60,N, ,11110, ,무악동
 ,경희궁롯데캐슬,2019, , , ,"151,000",25,2,2021, , ,84.8792,1,89,N, ,11110, ,무악동
 ,현대,2000, , , ,"124,950",20,2,2021, , ,84.92,10,82,N, ,11110, ,무악동
 ,인왕산아이파크,2008, , , ,"120,000",20,2,2021, , ,84.858,2,60,N, ,11110, ,무악동
 ,인왕산아이파크,2008, , , ,"140,000",20,2,2021, , ,114.931,11,60,N, ,11110, ,무악동
 ,경희궁자이(3단지),2017, , , ,"185,000",15,2,2021, , ,84.836,17,233,N, ,11110, ,평동
 ,인왕산아이파크,2008, , , ,"139,800",6,3,2021, , ,84.858,8,60,N, ,11110, ,무악동
 ,광화문스페이스본(101동~105동),2008, , , ,"134,000",6,3,2021, , ,95.88,5,9,N, ,11110, ,사직동
 ,덕산,1999, , , ,"53,000",25,3,2021, , ,59.28,4,639-50,N, ,11110, ,창신동
 ,광화문스페이스본(101동~105동),2008, , , ,"144,000",13,3,2021, , ,108.07,5,9,N, ,11110, ,사직동
 ,두산,1999, , , ,"79,500",26,3,2021, , ,59.95,14,232,N, ,11110, ,창신동
 ,동문A,1996, , , ,"31,000",23,3,2021, , ,59.0,2,545,N, ,11110, ,숭인동
 ,덕산,1999, ,21.05.24,O,"53,000",25,3,2021, , ,59.28,4,639-50,N, ,11110, ,창신동
 ,아남1,1995, , , ,"109,250",31,3,2021, , ,84.9,9,4,N, ,11110, ,명륜2가
 ,삼성,1998, , , ,"50,000",19,3,2021, , ,84.98,1,596,N, ,11110, ,평창동
 ,창신쌍용2,1993, , , ,"63,300",20,3,2021, , ,54.7,4,703,N, ,11110, ,창신동
 ,경희궁자이(2단지),2017, , , ,"172,000",26,4,2021, , ,84.944,2,199,N, ,11110, ,홍파동
 ,경희궁파크팰리스,2003, , , ,"175,000",7,4,2021, , ,147.62,5,95,N, ,11110, ,내수동
 ,경희궁자이(2단지),2017, ,21.07.27,O,"172,000",26,4,2021, , ,84.944,2,199,N, ,11110, ,홍파동
 ,대성스카이렉스,2008, , , ,"124,000",30,4,2021, , ,149.8,7,110,N, ,11110, ,견지동
 ,롯데캐슬천지인,2004, , , ,"119,500",27,4,2021, , ,112.54,25,76,N, ,11110, ,숭인동
 ,경희궁자이(4단지),2017, , , ,"88,000",26,4,2021, , ,37.2635,14,126,N, ,11110, ,교북동
 ,광화문스페이스본(101동~105동),2008, , , ,"170,000",27,4,2021, , ,151.81,3,9,N, ,11110, ,사직동
 ,현대,2000, , , ,"123,460",24,4,2021, , ,84.92,18,82,N, ,11110, ,무악동
 ,창신쌍용2,1993, , , ,"84,000",24,4,2021, , ,79.87,12,703,N, ,11110, ,창신동
 ,삼성,1998, , , ,"75,700",24,4,2021, , ,84.93,5,596,N, ,11110, ,평창동
 ,창신쌍용2,1993, , , ,"64,900",28,5,2021, , ,54.7,11,703,N, ,11110, ,창신동
 ,창신쌍용2,1993, , , ,"61,000",31,5,2021, , ,54.7,2,703,N, ,11110, ,창신동
 ,두산,1999, , , ,"79,500",25,5,2021, , ,59.95,2,232,N, ,11110, ,창신동
 ,대성아파트,1971, , , ,"21,500",28,5,2021, , ,30.28,3,41-1,N, ,11110, ,행촌동
 ,창신쌍용2,1993, , , ,"62,900",22,5,2021, , ,54.7,2,703,N, ,11110, ,창신동
 ,현대,2000, , , ,"126,990",21,5,2021, , ,84.92,14,82,N, ,11110, ,무악동
 ,인왕산아이파크,2008, , , ,"129,000",24,5,2021, , ,84.858,1,60,N, ,11110, ,무악동
 ,창신쌍용2,1993, , , ,"68,800",26,5,2021, , ,64.66,12,703,N, ,11110, ,창신동
 ,삼성,1998, , , ,"74,500",23,5,2021, , ,84.93,12,596,N, ,11110, ,평창동
 ,경희궁자이(3단지),2017, , , ,"197,000",15,5,2021, , ,84.836,16,233,N, ,11110, ,평동
 ,효성쥬얼리시티,2006, , , ,"105,000",25,6,2021, , ,106.81,8,48-2,N, ,11110, ,인의동
 ,르트랑시망,2008, , , ,"100,000",25,6,2021, , ,140.49,1,102,N, ,11110, ,평창동
 ,종로센트레빌,2008, , , ,"98,000",19,6,2021, , ,59.92,2,2-1,N, ,11110, ,숭인동
 ,MID그린(6동),2002, , , ,"56,500",19,6,2021, , ,59.04,6,601-7,N, ,11110, ,창신동
 ,현대,2000, , , ,"98,950",19,6,2021, , ,60.0,5,82,N, ,11110, ,무악동
 ,현대,2000, , , ,"94,490",25,6,2021, , ,60.0,6,82,N, ,11110, ,무악동
 ,창신쌍용2,1993, , , ,"67,000",25,6,2021, , ,54.7,4,703,N, ,11110, ,창신동
 ,창신쌍용2,1993, , , ,"67,800",19,6,2021, , ,54.7,6,703,N, ,11110, ,창신동
 ,신현(101동),2002, ,21.08.17,O,"80,000",15,6,2021, , ,84.82,1,6-13,N, ,11110, ,신교동
 ,삼전솔하임2차,2012, , , ,"11,700",16,6,2021, , ,16.67,10,296-19,N, ,11110, ,숭인동
 ,현대,2000, , , ,"140,000",31,7,2021, , ,114.9,10,82,N, ,11110, ,무악동
 ,광화문스페이스본(101동~105동),2008, , , ,"138,000",29,7,2021, , ,94.51,8,9,N, ,11110, ,사직동
 ,경희궁자이(2단지),2017, , , ,"189,000",6,7,2021, , ,84.614,2,199,N, ,11110, ,홍파동
 ,현대,2000, ,22.01.03,O,"139,950",31,7,2021, , ,114.9,10,82,N, ,11110, ,무악동
 ,경희궁의아침4단지,2004, , , ,"205,000",31,7,2021, , ,150.48,13,73,N, ,11110, ,내수동
 ,창신쌍용2,1993, , , ,"69,800",25,7,2021, , ,54.7,7,703,N, ,11110, ,창신동
 ,숭인상가,1979, , , ,"70,000",24,7,2021, , ,78.75,8,204-11,N, ,11110, ,숭인동
 ,창신쌍용2,1993, , , ,"65,500",28,7,2021, , ,64.66,3,703,N, ,11110, ,창신동
 ,부암스카이뷰,2004, , , ,"49,000",29,7,2021, , ,81.0,1,218-1,N, ,11110, ,부암동
 ,경희궁자이(4단지),2017, , , ,"85,000",30,7,2021, , ,33.982,7,126,N, ,11110, ,교북동
 ,인왕산아이파크,2008, , , ,"137,500",29,8,2021, , ,114.931,2,60,N, ,11110, ,무악동
 ,경희궁자이(2단지),2017, , , ,"250,000",28,8,2021, , ,116.986,8,199,N, ,11110, ,홍파동
 ,동아,1995, , , ,"83,500",28,8,2021, , ,59.98,8,101,N, ,11110, ,교북동
 ,경희궁자이(2단지),2017, , , ,"195,000",27,8,2021, , ,84.9071,12,199,N, ,11110, ,홍파동
 ,인왕산아이파크,2008, , , ,"164,500",22,8,2021, , ,114.931,9,60,N, ,11110, ,무악동
 ,인왕산아이파크,2008, , , ,"133,000",21,8,2021, , ,84.858,14,60,N, ,11110, ,무악동
 ,창신쌍용2,1993, , , ,"69,700",27,8,2021, , ,54.7,9,703,N, ,11110, ,창신동
 ,경희궁자이(2단지),2017, , , ,"245,000",30,8,2021, , ,116.938,2,199,N, ,11110, ,홍파동
 ,경희궁자이(2단지),2017, , , ,"234,500",25,8,2021, , ,101.991,4,199,N, ,11110, ,홍파동
 ,롯데캐슬천지인,2004, , , ,"112,000",17,8,2021, , ,84.95,26,76,N, ,11110, ,숭인동
 ,밀레니엄,2017, , , ,"74,700",9,9,2021, , ,108.18,2,179-5,N, ,11110, ,평창동
 ,덕산,1999, , , ,"61,700",29,9,2021, , ,59.28,1,639-50,N, ,11110, ,창신동
 ,이지마루종로,2021, , , ,"29,800",28,9,2021, , ,19.31,15,126-2,N, ,11110, ,효제동
 ,창신쌍용2,1993, , , ,"76,500",29,9,2021, , ,64.66,8,703,N, ,11110, ,창신동
 ,흥인,1997, , , ,"43,000",28,9,2021, , ,56.88,5,627-21,N, ,11110, ,창신동
 ,경희궁자이(4단지),2017, , , ,"89,400",26,9,2021, , ,37.2635,9,126,N, ,11110, ,교북동
 ,이지마루종로,2021, , , ,"35,500",24,9,2021, , ,25.55,14,126-2,N, ,11110, ,효제동
 ,덕산,1999, ,21.12.07,O,"61,700",29,9,2021, , ,59.28,1,639-50,N, ,11110, ,창신동
 ,갑을아파트,1997, , , ,"30,000",14,9,2021, , ,53.33,9,595,N, ,11110, ,평창동
 ,대성아파트,1971, , , ,"18,000",11,9,2021, , ,19.27,7,41-1,N, ,11110, ,행촌동
 ,이지마루종로,2021, , , ,"33,800",25,10,2021, , ,20.87,8,126-2,N, ,11110, ,효제동
 ,경희궁자이(2단지),2017, , , ,"221,800",31,10,2021, , ,84.614,5,199,N, ,11110, ,홍파동
 ,이지마루종로,2021, , , ,"33,800",25,10,2021, , ,20.87,11,126-2,N, ,11110, ,효제동
 ,덕산,1999, , , ,"61,700",31,10,2021, , ,59.28,3,639-50,N, ,11110, ,창신동
 ,삼성,1998, , , ,"70,000",24,10,2021, , ,59.97,5,596,N, ,11110, ,평창동
 ,삼성,1998, , , ,"65,000",20,10,2021, , ,59.97,14,596,N, ,11110, ,평창동
 ,종로센트레빌,2008, , , ,"90,000",20,10,2021, , ,59.92,7,2-1,N, ,11110, ,숭인동
 ,두산,1999, , , ,"112,500",22,10,2021, , ,84.9,8,232,N, ,11110, ,창신동
 ,삼성,1998, , , ,"66,500",21,10,2021, , ,59.97,6,596,N, ,11110, ,평창동
 ,경희궁의아침2단지,2004, , , ,"177,000",27,10,2021, , ,124.17,4,71,N, ,11110, ,내수동
 ,이지마루종로,2021, , , ,"35,000",22,11,2021,직거래, ,26.65,4,126-2,N, ,11110, ,효제동
 ,경희궁자이(2단지),2017, , , ,"170,000",27,11,2021,중개거래,서울 영등포구 서울 종로구,59.895,5,199,N, ,11110, ,홍파동
 ,롯데캐슬천지인,2004, , , ,"128,500",26,11,2021,중개거래,서울 종로구,112.54,11,76,N, ,11110, ,숭인동
 ,CS타워,2011, , , ,"14,000",22,11,2021,중개거래,서울 종로구,21.94,6,62-2,N, ,11110, ,충신동
 ,구암하이빌,2002, , , ,"46,000",16,11,2021,중개거래,서울 서대문구,84.94,1,105-22,N, ,11110, ,신영동
 ,현대,2000, , , ,"137,990",29,11,2021,중개거래,서울 종로구,84.92,19,82,N, ,11110, ,무악동
 ,포레스트힐시티,2017, , , ,"28,500",27,11,2021,중개거래,서울 종로구,18.505,9,65-2,N, ,11110, ,효제동
 ,할리우드파크아파트,2014, , , ,"61,000",19,11,2021,중개거래,서울 종로구,68.77,2,56-135,N, ,11110, ,숭인동
 ,이지마루종로,2021, , , ,"34,800",22,11,2021,직거래, ,26.33,7,126-2,N, ,11110, ,효제동
 ,이지마루종로,2021, , , ,"34,800",23,11,2021,직거래, ,24.44,6,126-2,N, ,11110, ,효제동
 ,아남1,1995, , , ,"112,000",15,12,2021,중개거래,서울 종로구,84.9,19,4,N, ,11110, ,명륜2가
 ,이지마루종로,2021, , , ,"46,500",24,12,2021,직거래, ,26.65,12,126-2,N, ,11110, ,효제동
 ,아남1,1995, , , ,"111,500",20,12,2021,중개거래,서울 종로구,84.9,17,4,N, ,11110, ,명륜2가
 ,두산,1999, , , ,"79,500",18,12,2021,중개거래,서울 종로구,59.95,1,232,N, ,11110, ,창신동
 ,두산,1999, , , ,"82,000",13,12,2021,중개거래,서울 종로구,59.95,2,232,N, ,11110, ,창신동
 ,삼전솔하임2차,2012, , , ,"10,900",27,12,2021,중개거래,서울 중구,16.67,5,296-19,N, ,11110, ,숭인동
 ,이지마루종로,2021, , , ,"34,800",9,12,2021,직거래, ,24.44,13,126-2,N, ,11110, ,효제동
 ,경희궁자이(3단지),2017, , , ,"209,000",11,12,2021,중개거래,서울 종로구,84.8359,6,233,N, ,11110, ,평동
 ,경희궁자이(4단지),2017, , , ,"80,000",15,12,2021,중개거래,서울 종로구,33.982,6,126,N, ,11110, ,교북동
 ,아남1,1995, ,22.02.28,O,"114,000",15,12,2021,중개거래,서울 종로구,84.9,19,4,N, ,11110, ,명륜2가
 ,삼전솔하임2차,2012, , , ,"10,200",25,1,2022,중개거래,서울 종로구,15.0,7,296-19,N, ,11110, ,숭인동
 ,아남1,1995, , , ,"118,000",19,1,2022,중개거래,서울 성북구 서울 종로구,84.9,18,4,N, ,11110, ,명륜2가
 ,이화에수풀,2014, , , ,"19,500",3,1,2022,중개거래,서울 중구,16.98,7,195-10,N, ,11110, ,연건동
 ,경희궁의아침3단지,2004, , , ,"200,000",14,1,2022,중개거래,서울 종로구,150.48,3,72,N, ,11110, ,내수동
 ,포레스트힐시티,2017, , , ,"19,000",8,1,2022,중개거래,서울 종로구,16.672,6,65-2,N, ,11110, ,효제동
 ,이화에수풀,2014, , , ,"19,000",8,1,2022,중개거래,서울 종로구,16.98,11,195-10,N, ,11110, ,연건동
 ,주숭보아파트,2000, , , ,"44,750",24,1,2022,중개거래,서울 종로구,59.9,6,535,N, ,11110, ,숭인동
